song,artist,song_clean,artist_clean
Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,Carly Rae Jepsen
No Worries,Lil Wayne Featuring Detail,No Worries,Lil Wayne
Yolo,The Lonely Island Featuring Adam Levine & Kendrick Lamar,Yolo,The Lonely Island
Take A Walk,Passion Pit,Take A Walk,Passion Pit
Let Me Love You (Until You Learn To Love Yourself),Glee Cast,Let Me Love You,Glee Cast
Beer Money,Kip Moore,Beer Money,Kip Moore
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,The Barden Bellas
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,Bellas Finals: Price Tag / Don't You...,The Barden Bellas
As Long As You Love Me (Acoustic),Justin Bieber,As Long As You Love Me,Justin Bieber
Too Close,Alex Clare,Too Close,Alex Clare
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance,Juicy J
Rest Of My Life,Ludacris Featuring Usher & David Guetta,Rest Of My Life,Ludacris
Bad Ass,Kid Ink Featuring Meek Mill & Wale,Bad Ass,Kid Ink
Til My Last Day,Justin Moore,Til My Last Day,Justin Moore
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration,Game
We Are Never Ever Getting Back Together,Taylor Swift,We Are Never Ever Getting Back Together,Taylor Swift
Thinkin Bout You,Frank Ocean,Thinkin Bout You,Frank Ocean
Lights,Ellie Goulding,Lights,Ellie Goulding
Long Live A$AP,A$AP Rocky,Long Live A$AP,A$AP Rocky
Live While We're Young,One Direction,Live While We're Young,One Direction
Diced Pineapples,Rick Ross Featuring Wale & Drake,Diced Pineapples,Rick Ross
Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,Between The Raindrops,Lifehouse
Feel Again,OneRepublic,Feel Again,OneRepublic
The Moment I Knew,Taylor Swift,The Moment I Knew,Taylor Swift
I Dreamed A Dream,Anne Hathaway,I Dreamed A Dream,Anne Hathaway
Ready Or Not,Bridgit Mendler,Ready Or Not,Bridgit Mendler
Blow Me (One Last Kiss),P!nk,Blow Me,P!nk
Don't Wake Me Up,Chris Brown,Don't Wake Me Up,Chris Brown
Kiss Tomorrow Goodbye,Luke Bryan,Kiss Tomorrow Goodbye,Luke Bryan
Creepin',Eric Church,Creepin',Eric Church
El Cerrito Place,Kenny Chesney,El Cerrito Place,Kenny Chesney
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,Young & Gettin' It,Meek Mill
Did It For The Girl,Greg Bates,Did It For The Girl,Greg Bates
On My Own,Samantha Barks,On My Own,Samantha Barks
Ice,Kelly Rowland Featuring Lil Wayne,Ice,Kelly Rowland
Oath,Cher Lloyd Featuring Becky G,Oath,Cher Lloyd
King Wizard,Kid Cudi,King Wizard,Kid Cudi
Rock Me,One Direction,Rock Me,One Direction
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",My Moment,DJ Drama
Birthday Song,2 Chainz Featuring Kanye West,Birthday Song,2 Chainz
Cry,Cassadee Pope,Cry,Cassadee Pope
Over You,Cassadee Pope,Over You,Cassadee Pope
Turn On The Lights,Future,Turn On The Lights,Future
The One That Got Away,Jake Owen,The One That Got Away,Jake Owen
Representin',Ludacris Featuring Kelly Rowland,Representin',Ludacris
Stupid Boy,Cassadee Pope,Stupid Boy,Cassadee Pope
Let It Be,Terry McDermott,Let It Be,Terry McDermott
Dance For You,Beyonce,Dance For You,Beyonce
My Life,50 Cent Featuring Eminem & Adam Levine,My Life,50 Cent
Finally Found You,Enrique Iglesias Featuring Sammy Adams,Finally Found You,Enrique Iglesias
Everybody Talks,Neon Trees,Everybody Talks,Neon Trees
Good Time,Owl City & Carly Rae Jepsen,Good Time,Owl City
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,French Montana
I Want To Know What Love Is,Terry McDermott,I Want To Know What Love Is,Terry McDermott
Let It Go,Wiz Khalifa Featuring Akon,Let It Go,Wiz Khalifa
Come Wake Me Up,Rascal Flatts,Come Wake Me Up,Rascal Flatts
Somewhere Over The Rainbow,Nicholas David,Somewhere Over The Rainbow,Nicholas David
Whistle,Flo Rida,Whistle,Flo Rida
Blown Away,Carrie Underwood,Blown Away,Carrie Underwood
Fastest Girl In Town,Miranda Lambert,Fastest Girl In Town,Miranda Lambert
Take A Little Ride,Jason Aldean,Take A Little Ride,Jason Aldean
Too Close,Melanie Martinez,Too Close,Melanie Martinez
Are You Happy Now?,Cassadee Pope,Are You Happy Now?,Cassadee Pope
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,A Thousand Years,Christina Perri
50 Ways To Say Goodbye,Train,50 Ways To Say Goodbye,Train
Titanium,David Guetta Featuring Sia,Titanium,David Guetta
Just A Fool,Christina Aguilera With Blake Shelton,Just A Fool,Christina Aguilera
Seven Nation Army,Melanie Martinez,Seven Nation Army,Melanie Martinez
Pound The Alarm,Nicki Minaj,Pound The Alarm,Nicki Minaj
I Found You,The Wanted,I Found You,The Wanted
Stars,Grace Potter & The Nocturnals,Stars,Grace Potter
Stars,Amanda Brown,Stars,Amanda Brown
Hard To Love,Lee Brice,Hard To Love,Lee Brice
Payphone,Maroon 5 Featuring Wiz Khalifa,Payphone,Maroon 5
Wide Awake,Katy Perry,Wide Awake,Katy Perry
2 Reasons,Trey Songz Featuring T.I.,2 Reasons,Trey Songz
Your Body,Christina Aguilera,Your Body,Christina Aguilera
Put It Down,Brandy Featuring Chris Brown,Put It Down,Brandy
Lovin' You Is Fun,Easton Corbin,Lovin' You Is Fun,Easton Corbin
Dive In,Trey Songz,Dive In,Trey Songz
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,Kanye West
Give Your Heart A Break,Demi Lovato,Give Your Heart A Break,Demi Lovato
I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine,David Guetta
I Won't Give Up,Jason Mraz,I Won't Give Up,Jason Mraz
No Lie,2 Chainz Featuring Drake,No Lie,2 Chainz
Numb,Usher,Numb,Usher
I Almost Do,Taylor Swift,I Almost Do,Taylor Swift
Want U Back,Cher Lloyd,Want U Back,Cher Lloyd
All Too Well,Taylor Swift,All Too Well,Taylor Swift
Stay Stay Stay,Taylor Swift,Stay Stay Stay,Taylor Swift
Fade Into You,Sam Palladio & Clare Bowen,Fade Into You,Sam Palladio
Babel,Mumford & Sons,Babel,Mumford
State Of Grace,Taylor Swift,State Of Grace,Taylor Swift
Pontoon,Little Big Town,Pontoon,Little Big Town
Truck Yeah,Tim McGraw,Truck Yeah,Tim McGraw
She's So Mean,matchbox twenty,She's So Mean,matchbox twenty
Hello,Karmin,Hello,Karmin
Amen,Meek Mill Featuring Drake,Amen,Meek Mill
Whispers In The Dark,Mumford & Sons,Whispers In The Dark,Mumford
Cowboys And Angels,Dustin Lynch,Cowboys And Angels,Dustin Lynch
Where Have You Been,Rihanna,Where Have You Been,Rihanna
Shinin' On Me,Jerrod Niemann,Shinin' On Me,Jerrod Niemann
Holland Road,Mumford & Sons,Holland Road,Mumford
Just What I Am,Kid Cudi Featuring King Chip,Just What I Am,Kid Cudi
Over,Blake Shelton,Over,Blake Shelton
Ghosts That We Knew,Mumford & Sons,Ghosts That We Knew,Mumford
What Makes You Beautiful,One Direction,What Makes You Beautiful,One Direction
We Are Young,fun. Featuring Janelle Monae,We Are Young,fun.
Lemme See,Usher Featuring Rick Ross,Lemme See,Usher
The Scientist,Glee Cast,The Scientist,Glee Cast
Lover's Eyes,Mumford & Sons,Lover's Eyes,Mumford
Lover Of The Light,Mumford & Sons,Lover Of The Light,Mumford
Heart Attack,Trey Songz,Heart Attack,Trey Songz
Why Ya Wanna,Jana Kramer,Why Ya Wanna,Jana Kramer
Come Over,Kenny Chesney,Come Over,Kenny Chesney
Angel Eyes,Love And Theft,Angel Eyes,Love
Dark Side,Kelly Clarkson,Dark Side,Kelly Clarkson
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,Keyshia Cole
I Don't Like,Chief Keef Featuring Lil Reese,I Don't Like,Chief Keef
Tonight (Best You Ever Had),John Legend Featuring Ludacris,Tonight,John Legend
For You,Keith Urban,For You,Keith Urban
To The World,"Kanye West, R. Kelly",To The World,Kanye West
Glad You Came,The Wanted,Glad You Came,The Wanted
Let's Go,Calvin Harris Featuring Ne-Yo,Let's Go,Calvin Harris
Burn It Down,Linkin Park,Burn It Down,Linkin Park
Beautiful,Carly Rae Jepsen Featuring Justin Bieber,Beautiful,Carly Rae Jepsen
5-1-5-0,Dierks Bentley,5-1-5-0,Dierks Bentley
Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",Bag Of Money,Wale
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,Heart Skips A Beat,Olly Murs
Nobody's Perfect,J. Cole Featuring Missy Elliott,Nobody's Perfect,J. Cole
Ronan,Taylor Swift,Ronan,Taylor Swift
Drive By,Train,Drive By,Train
Time Is Love,Josh Turner,Time Is Love,Josh Turner
Starships,Nicki Minaj,Starships,Nicki Minaj
Scream,Usher,Scream,Usher
This Kiss,Carly Rae Jepsen,This Kiss,Carly Rae Jepsen
That's Why I Pray,Big & Rich,That's Why I Pray,Big
It's Time,Glee Cast,It's Time,Glee Cast
Oh Love,Green Day,Oh Love,Green Day
"Work Hard, Play Hard",Wiz Khalifa,"Work Hard, Play Hard",Wiz Khalifa
Wild Ones,Flo Rida Featuring Sia,Wild Ones,Flo Rida
Tongue Tied,Grouplove,Tongue Tied,Grouplove
Settle Down,No Doubt,Settle Down,No Doubt
Both Of Us,B.o.B Featuring Taylor Swift,Both Of Us,B.o.B
The Wind,Zac Brown Band,The Wind,Zac Brown Band
Chasing The Sun,The Wanted,Chasing The Sun,The Wanted
Promises,NERO,Promises,NERO
Snap Backs & Tattoos,Driicky Graham,Snap Backs & Tattoos,Driicky Graham
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger,Kelly Clarkson
Postcard From Paris,The Band Perry,Postcard From Paris,The Band Perry
My Homies Still,Lil Wayne Featuring Big Sean,My Homies Still,Lil Wayne
Wanted You More,Lady Antebellum,Wanted You More,Lady Antebellum
We Run The Night,Havana Brown Featuring Pitbull,We Run The Night,Havana Brown
Cashin' Out,Ca$h Out,Cashin' Out,Ca$h Out
The Fighter,Gym Class Heroes Featuring Ryan Tedder,The Fighter,Gym Class Heroes
Throw That,Slaughterhouse Featuring Eminem,Throw That,Slaughterhouse
I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,I Wish You Would,DJ Khaled
(Kissed You) Good Night,Gloriana, Good Night,Gloriana
Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",Take It To The Head,DJ Khaled
Back In Time,Pitbull,Back In Time,Pitbull
Yuck!,2 Chainz Featuring Lil Wayne,Yuck!,2 Chainz
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,Beez In The Trap,Nicki Minaj
Lamborghini Angels,Lupe Fiasco,Lamborghini Angels,Lupe Fiasco
Neon,Chris Young,Neon,Chris Young
Glass,Thompson Square,Glass,Thompson Square
Drunk On You,Luke Bryan,Drunk On You,Luke Bryan
Boyfriend,Justin Bieber,Boyfriend,Justin Bieber
One Thing,One Direction,One Thing,One Direction
Gold On The Ceiling,The Black Keys,Gold On The Ceiling,The Black Keys
Feel So Close,Calvin Harris,Feel So Close,Calvin Harris
Brokenhearted,Karmin,Brokenhearted,Karmin
New Day,50 Cent Featuring Dr. Dre & Alicia Keys,New Day,50 Cent
Dance Again,Jennifer Lopez Featuring Pitbull,Dance Again,Jennifer Lopez
Crew Love,Drake Featuring The Weeknd,Crew Love,Drake
Something To Do With My Hands,Thomas Rhett,Something To Do With My Hands,Thomas Rhett
Even If It Breaks Your Heart,Eli Young Band,Even If It Breaks Your Heart,Eli Young Band
Springsteen,Eric Church,Springsteen,Eric Church
Leave You Alone,Young Jeezy Featuring Ne-Yo,Leave You Alone,Young Jeezy
Beers Ago,Toby Keith,Beers Ago,Toby Keith
Runaways,The Killers,Runaways,The Killers
New God Flow,Pusha T Kanye West,New God Flow,Pusha T Kanye West
Go Get It,T.I.,Go Get It,T.I.
HYFR (Hell Ya F*****g Right),Drake Featuring Lil Wayne,HYFR,Drake
Bangarang,Skrillex Featuring Sirah,Bangarang,Skrillex
How We Do (Party),Rita Ora,How We Do,Rita Ora
Midnight City,M83.,Midnight City,M83.
Mercy,Dave Matthews Band,Mercy,Dave Matthews Band
Part Of Me,Katy Perry,Part Of Me,Katy Perry
The Motto,Drake Featuring Lil Wayne,The Motto,Drake
Get It Started,Pitbull Featuring Shakira,Get It Started,Pitbull
Right By My Side,Nicki Minaj Featuring Chris Brown,Right By My Side,Nicki Minaj
UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,UP!,LoveRance
Drank In My Cup,Kirko Bangz,Drank In My Cup,Kirko Bangz
Take Care,Drake Featuring Rihanna,Take Care,Drake
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,LMFAO
Climax,Usher,Climax,Usher
You Don't Know Her Like I Do,Brantley Gilbert,You Don't Know Her Like I Do,Brantley Gilbert
Good Girl,Carrie Underwood,Good Girl,Carrie Underwood
Fly Over States,Jason Aldean,Fly Over States,Jason Aldean
Birthday Cake,Rihanna Featuring Chris Brown,Birthday Cake,Rihanna
Ayy Ladies,Travis Porter Featuring Tyga,Ayy Ladies,Travis Porter
We Found Love,Rihanna Featuring Calvin Harris,We Found Love,Rihanna
Wipe Your Eyes,Maroon 5,Wipe Your Eyes,Maroon 5
Lost In The Echo,Linkin Park,Lost In The Echo,Linkin Park
Windows Down,Big Time Rush,Windows Down,Big Time Rush
Turn Up The Music,Chris Brown,Turn Up The Music,Chris Brown
Somethin' 'Bout A Truck,Kip Moore,Somethin' 'Bout A Truck,Kip Moore
Set Fire To The Rain,Adele,Set Fire To The Rain,Adele
No Hurry,Zac Brown Band,No Hurry,Zac Brown Band
Right Here,Justin Bieber Featuring Drake,Right Here,Justin Bieber
Ai Se Eu Te Pego,Michel Telo,Ai Se Eu Te Pego,Michel Telo
So Good,B.o.B,So Good,B.o.B
Rumour Has It,Adele,Rumour Has It,Adele
Faded,Tyga Featuring Lil Wayne,Faded,Tyga
Sexy And I Know It,LMFAO,Sexy And I Know It,LMFAO
Eyes Open,Taylor Swift,Eyes Open,Taylor Swift
Good Feeling,Flo Rida,Good Feeling,Flo Rida
Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",Get Low,Waka Flocka Flame
Die In Your Arms,Justin Bieber,Die In Your Arms,Justin Bieber
Shadow Days,John Mayer,Shadow Days,John Mayer
Fine By Me,Andy Grammer,Fine By Me,Andy Grammer
Same Damn Time,Future,Same Damn Time,Future
Banjo,Rascal Flatts,Banjo,Rascal Flatts
Turn Me On,David Guetta Featuring Nicki Minaj,Turn Me On,David Guetta
Better Than I Used To Be,Tim McGraw,Better Than I Used To Be,Tim McGraw
Over You,Miranda Lambert,Over You,Miranda Lambert
I'm All Yours,Jay Sean Featuring Pitbull,I'm All Yours,Jay Sean
Drink On It,Blake Shelton,Drink On It,Blake Shelton
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,Maroon 5
Around My Way (Freedom Ain't Free),Lupe Fiasco,Around My Way,Lupe Fiasco
Undefeated,Jason Derulo,Undefeated,Jason Derulo
We've Got Tonight,Phillip Phillips,We've Got Tonight,Phillip Phillips
Got My Country On,Chris Cagle,Got My Country On,Chris Cagle
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free",Snoop Dogg
Paradise,Coldplay,Paradise,Coldplay
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,Ass Back Home,Gym Class Heroes
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,Feel Like A Rock Star,Kenny Chesney
Dancin' Away With My Heart,Lady Antebellum,Dancin' Away With My Heart,Lady Antebellum
This Ole Boy,Craig Morgan,This Ole Boy,Craig Morgan
Rack City,Tyga,Rack City,Tyga
99 Problems,Tony Lucca,99 Problems,Tony Lucca
Turn To You (Mother's Day Dedication),Justin Bieber,Turn To You,Justin Bieber
Yesterday,Adam Levine & Tony Lucca,Yesterday,Adam Levine
Talk That Talk,Rihanna Featuring Jay-Z,Talk That Talk,Rihanna
I Believe I Can Fly,Jermaine Paul,I Believe I Can Fly,Jermaine Paul
The Prayer,Christina Aguilera & Chris Mann,The Prayer,Christina Aguilera
Another Round,Fat Joe Featuring Chris Brown,Another Round,Fat Joe
A Woman Like You,Lee Brice,A Woman Like You,Lee Brice
"It's A Man's, Man's, Man's World",Juliet Simms,"It's A Man's, Man's, Man's World",Juliet Simms
Shake It Out,Glee Cast,Shake It Out,Glee Cast
Safe & Sound,Taylor Swift Featuring The Civil Wars,Safe & Sound,Taylor Swift
Scary Monsters And Nice Sprites,Skrillex,Scary Monsters And Nice Sprites,Skrillex
Domino,Jessie J,Domino,Jessie J
International Love,Pitbull Featuring Chris Brown,International Love,Pitbull
How Will I Know,Glee Cast,How Will I Know,Glee Cast
Strip,Chris Brown Featuring Kevin K-MAC McCall,Strip,Chris Brown
Stay Schemin,Rick Ross Featuring Drake & French Montana,Stay Schemin,Rick Ross
Loud,Mac Miller,Loud,Mac Miller
It's Not Right But It's Okay,Glee Cast,It's Not Right But It's Okay,Glee Cast
Magic,Future Featuring T.I.,Magic,Future
Alone With You,Jake Owen,Alone With You,Jake Owen
Somebody That I Used To Know,Glee Cast,Somebody That I Used To Know,Glee Cast
Way Too Cold,Kanye West Featuring DJ Khaled,Way Too Cold,Kanye West
Sweet Love,Chris Brown,Sweet Love,Chris Brown
Eyes Wide Open,Gotye,Eyes Wide Open,Gotye
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,Think Like A Man,Jennifer Hudson
Ni**as in Paris,Jay Z Kanye West,Ni**as in Paris,Jay Z Kanye West
It Will Rain,Bruno Mars,It Will Rain,Bruno Mars
Can't Get Enough,J. Cole Featuring Trey Songz,Can't Get Enough,J. Cole
Roxanne,Juliet Simms,Roxanne,Juliet Simms
Sex Ain't Better Than Love,Trey Songz,Sex Ain't Better Than Love,Trey Songz
Is Anybody Out There?,K'Naan Featuring Nelly Furtado,Is Anybody Out There?,K'Naan
Where I Come From,Montgomery Gentry,Where I Come From,Montgomery Gentry
Mirror,Lil Wayne Featuring Bruno Mars,Mirror,Lil Wayne
Hungry Like The Wolf / Rio,Glee Cast,Hungry Like The Wolf / Rio,Glee Cast
You Gonna Fly,Keith Urban,You Gonna Fly,Keith Urban
Not Over You,Gavin DeGraw,Not Over You,Gavin DeGraw
Tonight Is The Night,Outasight,Tonight Is The Night,Outasight
Love This Life,T.I.,Love This Life,T.I.
Sorry For Party Rocking,LMFAO,Sorry For Party Rocking,LMFAO
Princess Of China,Coldplay Featuring Rihanna,Princess Of China,Coldplay
Bully,Shinedown,Bully,Shinedown
4:00 AM,Melanie Fiona,4:00 AM,Melanie Fiona
Someone Like You,Adele,Someone Like You,Adele
Rolling In The Deep,Adele,Rolling In The Deep,Adele
Love On Top,Beyonce,Love On Top,Beyonce
I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,I Dont Really Care,Waka Flocka Flame
Levels,Avicii,Levels,Avicii
She Doesn't Mind,Sean Paul,She Doesn't Mind,Sean Paul
Do It Like You,Diggy Featuring Jeremih,Do It Like You,Diggy
Love's Gonna Make It Alright,George Strait,Love's Gonna Make It Alright,George Strait
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,Give Me All Your Luvin',Madonna
I Do,Young Jeezy Featuring Jay-Z & Andre 3000,I Do,Young Jeezy
Mr. Wrong,Mary J. Blige Featuring Drake,Mr. Wrong,Mary J. Blige
Naked,Dev & Enrique Iglesias,Naked,Dev
Ours,Taylor Swift,Ours,Taylor Swift
The One That Got Away,Katy Perry,The One That Got Away,Katy Perry
Without You,David Guetta Featuring Usher,Without You,David Guetta
Home,Dierks Bentley,Home,Dierks Bentley
Come Away To The Water,Maroon 5 Featuring Rozzi Crane,Come Away To The Water,Maroon 5
You Da One,Rihanna,You Da One,Rihanna
Lonely Boy,The Black Keys,Lonely Boy,The Black Keys
Reality,Kenny Chesney,Reality,Kenny Chesney
TTYLXOX,Bella Thorne,TTYLXOX,Bella Thorne
Dance (A$$),Big Sean Featuring Nicki Minaj,Dance,Big Sean
Shake It Out,Florence + The Machine,Shake It Out,Florence + The Machine
Gotta Have It,Jay Z Kanye West,Gotta Have It,Jay Z Kanye West
Blackout,Breathe Carolina,Blackout,Breathe Carolina
Don't Stop (Color On The Walls),Foster The People,Don't Stop,Foster The People
Love You Like A Love Song,Selena Gomez & The Scene,Love You Like A Love Song,Selena Gomez
Work Out,J. Cole,Work Out,J. Cole
Lotus Flower Bomb,Wale Featuring Miguel,Lotus Flower Bomb,Wale
Red Solo Cup,Toby Keith,Red Solo Cup,Toby Keith
The Trouble With Girls,Scotty McCreery,The Trouble With Girls,Scotty McCreery
Cough Syrup,Young The Giant,Cough Syrup,Young The Giant
Live My Life,Far*East Movement Featuring Justin Bieber,Live My Life,Far*East Movement
I Don't Want This Night To End,Luke Bryan,I Don't Want This Night To End,Luke Bryan
You,Chris Young,You,Chris Young
Roman Reloaded,Nicki Minaj Featuring Lil Wayne,Roman Reloaded,Nicki Minaj
When I'm Gone,Wiz Khalifa,When I'm Gone,Wiz Khalifa
Make It Nasty,Tyga,Make It Nasty,Tyga
Thank You,Estelle,Thank You,Estelle
I Will Always Love You,Whitney Houston,I Will Always Love You,Whitney Houston
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,Stereo Hearts,Gym Class Heroes
Make Me Proud,Drake Featuring Nicki Minaj,Make Me Proud,Drake
Fly / I Believe I Can Fly,Glee Cast,Fly / I Believe I Can Fly,Glee Cast
Cough Syrup,Glee Cast,Cough Syrup,Glee Cast
What Doesn't Kill You (Stronger),Glee Cast,What Doesn't Kill You,Glee Cast
Here's To Us,Glee Cast,Here's To Us,Glee Cast
Mutha***** Up,Tyga Featuring Nicki Minaj,Mutha***** Up,Tyga
Glad You Came,Glee Cast,Glad You Came,Glee Cast
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,I Wanna Dance With Somebody,Whitney Houston
Greatest Love Of All,Whitney Houston,Greatest Love Of All,Whitney Houston
I Like It Like That,Hot Chelle Rae Featuring New Boyz,I Like It Like That,Hot Chelle Rae
Just A Kiss,Lady Antebellum,Just A Kiss,Lady Antebellum
How Will I Know,Whitney Houston,How Will I Know,Whitney Houston
Runaway Baby,Bruno Mars,Runaway Baby,Bruno Mars
Heartbeat,The Fray,Heartbeat,The Fray
I'm Gonna Love You Through It,Martina McBride,I'm Gonna Love You Through It,Martina McBride
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",Ima Boss,Meek Mill
Stupid Hoe,Nicki Minaj,Stupid Hoe,Nicki Minaj
